STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1046;20201111;    3;   0.7;   4;   0;   0;eor
       1046;20201112;    3;   0.5;   4;   0;   0;eor
       1046;20201113;    3;   0.7;   4;   0;   0;eor
       1046;20201114;    3;   0.0;   0;   0;   0;eor
       1046;20201115;    3;   3.7;   4;   0;   0;eor
       1046;20201116;    3;   1.5;   4;   0;   0;eor
       1046;20201117;    3;   0.9;   4;   0;   0;eor
       1046;20201118;    3;   0.1;   4;   0;   0;eor
       1046;20201119;    3;   1.9;   4;   0;   0;eor
       1046;20201120;    3;   0.0;   0;   0;   0;eor
       1046;20201121;    3;   0.0;   4;   0;   0;eor
       1046;20201122;    3;   1.3;   4;   0;   0;eor
       1046;20201123;    3;   0.0;   0;   0;   0;eor
       1046;20201124;    3;   0.0;   0;   0;   0;eor
       1046;20201125;    3;   0.0;   0;   0;   0;eor
       1046;20201126;    3;   0.3;   4;   0;   0;eor
       1046;20201127;    3;   0.0;   0;   0;   0;eor
       1046;20201128;    3;   0.0;   0;   0;   0;eor
       1046;20201129;    3;   0.0;   0;   0;   0;eor
       1046;20201130;    3;   5.6;   4;   0;   0;eor
       1046;20201201;    3;   1.1;   4;   0;   0;eor
       1046;20201202;    3;   0.6;   4;   0;   0;eor
       1046;20201203;    3;   0.0;   0;   0;   0;eor
       1046;20201204;    3;   1.2;   4;   0;   0;eor
       1046;20201205;    3;   0.3;   4;   0;   0;eor
       1046;20201206;    3;   4.2;   4;   0;   0;eor
       1046;20201207;    3;   1.4;   4;   0;   0;eor
       1046;20201208;    3;   0.0;   0;   0;   0;eor
       1046;20201209;    3;   0.0;   0;   0;   0;eor
       1046;20201210;    3;   0.0;   0;   0;   0;eor
       1046;20201211;    3;   0.0;   4;   0;   0;eor
       1046;20201212;    3;   0.7;   4;   0;   0;eor
       1046;20201213;    3;   0.0;   0;   0;   0;eor
       1046;20201214;    3;   2.7;   4;   0;   0;eor
       1046;20201215;    3;   3.2;   4;   0;   0;eor
       1046;20201216;    3;   0.0;   0;   0;   0;eor
       1046;20201217;    3;   0.7;   4;   0;   0;eor
       1046;20201218;    3;   0.0;   0;   0;   0;eor
       1046;20201219;    3;   0.0;   0;   0;   0;eor
       1046;20201220;    3;   0.9;   4;   0;   0;eor
       1046;20201221;    3;   6.5;   4;   0;   0;eor
       1046;20201222;    3;   3.1;   4;   0;   0;eor
       1046;20201223;    3;   8.8;   4;   0;   0;eor
       1046;20201224;    3;   2.1;   4;   0;   0;eor
       1046;20201225;    3;   0.0;   0;   0;   0;eor
       1046;20201226;    3;   0.0;   0;   0;   0;eor
       1046;20201227;    3;   1.7;   4;   0;   0;eor
       1046;20201228;    3;   1.8;   4;   0;   0;eor
       1046;20201229;    3;   0.6;   4;   0;   0;eor
       1046;20201230;    3;   1.3;   4;   0;   0;eor
       1046;20201231;    3;   0.8;   4;   0;   0;eor
       1046;20210101;    3;   0.0;   4;   0;   0;eor
       1046;20210102;    3;   0.0;   0;   0;   0;eor
       1046;20210103;    3;   2.2;   4;   0;   0;eor
       1046;20210104;    3;   0.1;   4;   0;   0;eor
       1046;20210105;    3;   1.0;   4;   0;   0;eor
       1046;20210106;    3;   0.1;   4;   0;   0;eor
       1046;20210107;    3;   4.5;   4;   0;   0;eor
